Id,Weight_Daily,Weight_Intraday
1529,2219796.4067854458,1775837.1254283572
1530,1844045.305339464,1475236.244271571
1531,1854937.1504534257,1483949.7203627406
1532,1992239.203663237,1593791.3629305896
1533,1940279.658298276,1552223.7266386203
1534,1956655.5599455545,1565324.4479564438
1535,1607377.280955466,1285901.8247643728
1536,1867255.70060708,1493804.5604856638
1537,1838645.2219366254,1470916.1775493002
1538,1541459.3941428538,1233167.5153142828
1539,2039247.6111446947,1631398.0889157557
1540,1455039.5061880536,1164031.604950443
1541,2344289.2087035417,1875431.366962833
1542,2027939.2894205488,1622351.431536439
1543,2377921.975641319,1902337.5805130552
1544,1632419.4336930432,1305935.5469544344
1545,1898732.023408889,1518985.6187271115
1546,1713014.6093211162,1370411.687456893
1547,1905148.178672235,1524118.5429377882
1548,1893045.5322964955,1514436.4258371962
1549,1737197.9224547525,1389758.337963802
1550,1636103.5292952354,1308882.8234361885
1551,1584005.4282641553,1267204.3426113243
1552,1569242.3977377578,1255393.9181902062
1553,1964214.8794427463,1571371.903554197
1554,2029369.8669101,1623495.8935280796
1555,2209642.812436824,1767714.2499494597
1556,1995570.951377304,1596456.761101843
1557,1800733.4421522424,1440586.753721794
1558,2186467.860652302,1749174.2885218416
1559,1688069.0621911369,1350455.2497529096
1560,1725261.1742278843,1380208.9393823077
1561,1859834.56874958,1487867.654999664
1562,1699030.8018631819,1359224.6414905456
1563,1639835.153231084,1311868.122584867
1564,1901187.9576431448,1520950.366114516
1565,1955127.811802875,1564102.2494423
1566,1784944.6030077753,1427955.68240622
1567,1538517.1862592476,1230813.749007398
1568,1810736.321613108,1448589.0572904858
1569,2070193.819648417,1656155.0557187337
1570,1929301.433450515,1543441.1467604118
1571,2030750.6341414868,1624600.5073131898
1572,1797041.1256646982,1437632.9005317588
1573,1724311.037927675,1379448.83034214
1574,1739903.2649200768,1391922.6119360614
1575,1491714.5886742896,1193371.6709394318
1576,2192040.4996418054,1753632.3997134443
1577,1574109.0765950554,1259287.2612760444
1578,1819026.667499719,1455221.3339997754
1579,1992296.4052275703,1593837.1241820562
1580,1645215.531705874,1316172.4253646992
1581,3216300.188039448,2573040.150431558
1582,1909902.0500051803,1527921.6400041443
1583,1940619.645066259,1552495.7160530072
1584,1854641.56071915,1483713.24857532
1585,1745051.707760342,1396041.3662082737
1586,1892694.789258749,1514155.8314069991
1587,2852932.6643086183,2282346.1314468943
1588,1980182.617282723,1584146.0938261785
1589,1759600.7819848647,1407680.6255878918
1590,1879002.838406546,1503202.270725237
1591,1645536.5193343027,1316429.2154674423
1592,1960157.6243727172,1568126.0994981742
1593,2101654.98877255,1681323.9910180406
1594,1998986.177792722,1599188.9422341776
1595,1937671.0607967863,1550136.848637429
1596,1774867.2907390168,1419893.8325912138
1597,2171091.8535863776,1736873.4828691022
1598,1751642.9459133754,1401314.3567307002
1599,2005956.2317679918,1604764.9854143937
1600,1984555.0744434642,1587644.0595547713
1601,1986702.7153860512,1589362.172308841
1602,2137223.639739953,1709778.9117919628
1603,2075395.279757411,1660316.2238059288
1604,1634975.37420388,1307980.2993631042
1605,1752201.8534748922,1401761.4827799138
1606,2263041.746992522,1810433.397594017
1607,1828801.798416216,1463041.4387329728
1608,1960028.03726953,1568022.4298156241
1609,1827180.713201085,1461744.5705608681
1610,1900333.662613377,1520266.9300907017
1611,2358955.1626877743,1887164.130150219
1612,1511699.0262628903,1209359.2210103122
1613,1792300.6738241038,1433840.5390592827
1614,1631937.438026579,1305549.9504212637
1615,1507661.2806591624,1206129.02452733
1616,1749329.8662728688,1399463.8930182948
1617,1972357.6221336718,1577886.0977069375
1618,1907611.4162727224,1526089.1330181775
1619,2024022.985129273,1619218.3881034188
1620,2268883.533394115,1815106.826715292
1621,2071338.343071281,1657070.674457025
1622,1941048.985501893,1552839.1884015144
1623,1817335.995807284,1453868.796645827
1624,1831313.993521774,1465051.1948174192
1625,1869158.1624648846,1495326.5299719078
1626,2022297.251489976,1617837.8011919803
1627,1869741.198833901,1495792.959067121
1628,1947644.71150201,1558115.7692016081
1629,1932055.2055228509,1545644.1644182808
1630,1982418.4875084572,1585934.7900067663
1631,1897572.690464452,1518058.1523715612
1632,1727424.7981531648,1381939.8385225318
1633,2019593.6217710832,1615674.8974168662
1634,1786905.5514042566,1429524.4411234052
1635,1946096.57122078,1556877.2569766238
1636,1853180.3380712743,1482544.2704570198
1637,1587790.4834909572,1270232.3867927657
1638,1644763.8623562783,1315811.0898850227
1639,1612473.8276271068,1289979.0621016857
1640,1905531.2622869343,1524425.0098295475
1641,2135622.815834171,1708498.252667337
1642,1465552.2595711702,1172441.8076569363
1643,1432575.9068619641,1146060.7254895712
1644,1885841.1805663616,1508672.9444530897
1645,1904916.2733230896,1523933.0186584718
1646,2092748.57545577,1674198.8603646162
1647,2087464.6442850856,1669971.7154280688
1648,1732502.3539889469,1386001.8831911578
1649,1458404.7130857816,1166723.7704686252
1650,1899017.056431436,1519213.6451451487
1651,2118443.387711054,1694754.710168844
1652,1804801.163308637,1443840.93064691
1653,1973605.0364258045,1578884.0291406438
1654,1937273.2929812057,1549818.6343849646
1655,1550615.8889863356,1240492.7111890684
1656,1806053.077151337,1444842.4617210694
1657,1718902.6718992947,1375122.1375194357
1658,1657442.2368070232,1325953.7894456186
1659,1739314.6007642534,1391451.6806114027
1660,2038945.600696288,1631156.4805570303
1661,1773101.2739271428,1418481.0191417143
1662,2485942.411362759,1988753.929090207
1663,2001715.201987776,1601372.1615902209
1664,1990648.314481706,1592518.651585365
1665,2336379.55721416,1869103.6457713281
1666,2284707.8974956973,1827766.3179965576
1667,1845627.4849903441,1476501.9879922753
1668,1649003.138462068,1319202.5107696543
1669,1907134.416735296,1525707.5333882363
1670,2260334.127544239,1808267.3020353918
1671,1802498.2655803103,1441998.6124642482
1672,2129344.178738696,1703475.3429909563
1673,1489593.5400861434,1191674.8320689148
1674,2048796.4033891985,1639037.1227113588
1675,2268956.4454877703,1815165.156390216
1676,1983086.0783627625,1586468.86269021
1677,1974914.1475150625,1579931.31801205
1678,1511693.1702048962,1209354.536163917
1679,2079681.9854992712,1663745.5883994168
1680,1784690.6622815654,1427752.5298252522
1681,1816019.0230247744,1452815.2184198194
1682,2080719.9033280718,1664575.9226624575
1683,2112505.5500776903,1690004.4400621522
1684,1572197.2941292173,1257757.835303374
1685,1731703.1660290114,1385362.5328232092
1686,3285132.645043715,2628106.116034972
1687,1885875.701966706,1508700.5615733648
1688,2025686.647839596,1620549.3182716768
1689,1745583.9523862111,1396467.161908969
1690,2006398.155926816,1605118.5247414531
1691,1577126.5947675253,1261701.2758140205
1692,1955608.525986037,1564486.8207888296
1693,2286604.741050696,1829283.792840557
1694,1969863.7890354404,1575891.0312283526
1695,1984877.5126280573,1587902.0101024462
1696,2019096.269995536,1615277.0159964282
1697,1738010.262957218,1390408.2103657746
1698,2182715.376058937,1746172.3008471497
1699,1472868.008915675,1178294.40713254
1700,2342657.0936121377,1874125.67488971
1701,1631542.6954342984,1305234.1563474387
1702,1927302.8516843843,1541842.2813475076
1703,1928909.9207213274,1543127.936577062
1704,1817649.7183588936,1454119.7746871146
1705,1774263.9636969063,1419411.170957525
1706,1625621.095947011,1300496.8767576085
1707,1489684.1765343302,1191747.3412274641
1708,2251590.058808064,1801272.0470464514
1709,2078275.678242695,1662620.542594156
1710,2030266.0125211747,1624212.81001694
1711,1975037.008803635,1580029.6070429082
1712,2459155.33365384,1967324.2669230718
1713,1726172.8351176006,1380938.2680940805
1714,1639825.263218435,1311860.210574748
1715,2274274.055891823,1819419.2447134585
1716,2134305.0272272257,1707444.021781781
1717,1991608.0125372573,1593286.4100298062
1718,1676583.2054125974,1341266.564330078
1719,1689258.3340545606,1351406.6672436486
1720,1659286.5281634703,1327429.2225307762
1721,1668343.2121958854,1334674.5697567083
1722,2016907.890701275,1613526.31256102
1723,1662473.115314636,1329978.4922517086
1724,1982884.1009322656,1586307.2807458132
1725,1613813.1477583419,1291050.5182066737
1726,2166586.9220066997,1733269.537605359
1727,1538591.0602059772,1230872.8481647815
1728,2103854.29505609,1683083.4360448725
1729,2236398.893828962,1789119.1150631697
1730,2626388.985161366,2101111.188129093
1731,1651657.070081414,1321325.6560651313
1732,1823130.8871485654,1458504.7097188525
1733,1971501.7368483646,1577201.3894786916
1734,1592163.8854523015,1273731.1083618414
1735,2186875.225025644,1749500.1800205153
1736,1874015.506310424,1499212.4050483387
1737,1913600.079717209,1530880.0637737669
1738,1724178.2543512352,1379342.6034809882
1739,2126967.2028608997,1701573.762288719
1740,1838517.5816488082,1470814.0653190466
1741,2225193.317435474,1780154.6539483794
1742,1661464.0152712124,1329171.21221697
1743,1831590.66729236,1465272.5338338874
1744,1831804.5272982302,1465443.621838584
1745,1571811.285413129,1257449.0283305035
1746,1856537.9043504046,1485230.3234803237
1747,1648711.9369767525,1318969.549581402
1748,2022057.4322052824,1617645.945764226
1749,1765912.3333935041,1412729.866714803
1750,1672510.252849879,1338008.2022799032
1751,1608872.3324303846,1287097.8659443078
1752,1667014.391993702,1333611.5135949615
1753,1520007.3012319212,1216005.840985537
1754,1891971.601020455,1513577.280816364
1755,1751698.154670537,1401358.5237364294
1756,1571515.3526937368,1257212.2821549894
1757,1898730.8051657304,1518984.6441325843
1758,2298544.177434855,1838835.341947884
1759,2196776.6999772405,1757421.3599817925
1760,1789316.9314985252,1431453.54519882
1761,1748883.7271123957,1399106.9816899165
1762,1912744.7127739447,1530195.770219156
1763,1619271.7309046187,1295417.384723695
1764,1762803.093972374,1410242.475177899
1765,2000651.070884461,1600520.8567075685
1766,2111785.220731544,1689428.1765852347
1767,2090763.3513653763,1672610.6810923012
1768,1408896.26262537,1127117.010100296
1769,1715263.8289173509,1372211.0631338807
1770,1954207.585949997,1563366.0687599976
1771,1932361.4253985088,1545889.140318807
1772,1804145.3448716355,1443316.2758973085
1773,1877879.6588572157,1502303.7270857722
1774,1605242.1160973222,1284193.6928778577
1775,1831866.63548878,1465493.3083910237
1776,1635250.9828971096,1308200.786317688
1777,1796556.828516072,1437245.4628128575
1778,1431737.048507012,1145389.6388056094
1779,2482261.2911093705,1985809.0328874963
1780,1925569.3057268413,1540455.444581473
1781,1621707.396974795,1297365.917579836
1782,1909592.2035267216,1527673.7628213773
1783,1603066.3325594075,1282453.0660475262
1784,1935355.0199967928,1548284.0159974343
1785,1952745.7879972956,1562196.6303978362
1786,1449010.7147133276,1159208.571770662
1787,1803609.5776897625,1442887.6621518098
1788,2041487.0546718512,1633189.643737481
1789,1652296.2782737273,1321837.0226189818
1790,1965831.308870381,1572665.0470963046
1791,1786767.1395266475,1429413.711621318
1792,1544094.819607687,1235275.8556861493
1793,1874264.1609502626,1499411.32876021
1794,1565883.85473622,1252707.0837889758
1795,1755045.5053055615,1404036.4042444495
1796,1980820.5702685642,1584656.456214851
1797,1538196.0109849968,1230556.8087879976
1798,1654387.9315322454,1323510.3452257959
1799,1575901.0124062817,1260720.809925025
1800,2102329.3995986152,1681863.5196788919
1801,1844383.9363027897,1475507.1490422315
1802,2215138.099741344,1772110.4797930743
1803,2105596.3749430897,1684477.099954472
1804,1872040.6842621441,1497632.547409715
1805,1373351.9881219412,1098681.5904975529
1806,1580321.8048698963,1264257.443895917
1807,2517754.7651462667,2014203.8121170138
1808,2335522.394213738,1868417.9153709903
1809,2064455.1990053288,1651564.1592042628
1810,1807822.5587216,1446258.0469772804
1811,2099083.490111084,1679266.7920888662
1812,1758725.9724363952,1406980.7779491162
1813,1871210.97695164,1496968.7815613118
1814,1742528.3707646169,1394022.6966116936
1815,1821766.9654351345,1457413.5723481076
1816,1902174.3283756082,1521739.4627004862
1817,1526805.6022421806,1221444.4817937445
1818,1926194.020796929,1540955.2166375434
1819,1564460.2308010357,1251568.1846408285
1820,1874979.5716904209,1499983.657352337
1821,1884626.8424112927,1507701.4739290343
1822,2065227.0804188275,1652181.6643350618
1823,1744411.4231480388,1395529.138518431
1824,1538028.3331409614,1230422.6665127692
1825,1632586.2691054924,1306069.0152843941
1826,1868170.363460667,1494536.2907685337
1827,1761543.2500798118,1409234.6000638497
1828,1837653.3608299715,1470122.6886639772
1829,1630938.1664725346,1304750.533178028
1830,1748599.3064008816,1398879.445120705
1831,1601714.3239870046,1281371.4591896038
1832,2237017.416359462,1789613.9330875697
1833,2046224.275044783,1636979.4200358263
1834,1821416.8275712675,1457133.462057014
1835,2205864.403830913,1764691.5230647302
1836,2064715.0826860976,1651772.066148878
1837,1866293.055718241,1493034.4445745924
1838,1655156.0343914062,1324124.8275131253
1839,1785057.1531141952,1428045.7224913563
1840,1872977.8040008463,1498382.2432006772
1841,2019897.1785492431,1615917.7428393946
1842,1410558.1077540144,1128446.4862032116
1843,2242809.2507788083,1794247.4006230468
1844,2084839.866343377,1667871.8930747015
1845,1955398.1532928224,1564318.5226342578
1846,1800475.1446683016,1440380.1157346412
1847,1763217.7325965972,1410574.1860772774
1848,2188493.0636301576,1750794.450904126
1849,1802092.0100614931,1441673.608049194
1850,1937994.7652296138,1550395.812183691
1851,1844720.520202945,1475776.416162356
1852,2153086.7805429823,1722469.4244343857
1853,2147990.8257736475,1718392.660618918
1854,1727240.8020479982,1381792.6416383986
1855,2209667.1162672867,1767733.6930138294
1856,1937831.512511069,1550265.2100088552
1857,1831271.05697078,1465016.8455766237
1858,2735834.7430649204,2188667.794451936
1859,2002920.8244182,1602336.6595345596
1860,1916254.5616718938,1533003.649337515
1861,1790449.3288839115,1432359.463107129
1862,1964778.9028692024,1571823.122295362
1863,1670539.2078607716,1336431.3662886173
1864,1856570.4875880163,1485256.3900704132
1865,1974895.834112264,1579916.6672898112
1866,1761923.3170257614,1409538.6536206088
1867,2141431.694193482,1713145.3553547857
1868,2009497.3088080625,1607597.8470464498
1869,2359181.8935873657,1887345.5148698927
1870,1696733.1356367734,1357386.5085094187
1871,1822480.2497051128,1457984.1997640904
1872,1830088.071579516,1464070.4572636131
1873,2179368.065920122,1743494.4527360974
1874,1953248.6588459443,1562598.9270767556
1875,1976773.799070233,1581419.039256187
1876,2368885.0496597737,1895108.0397278192
1877,2275012.0087872557,1820009.6070298043
1878,1544155.8569965516,1235324.6855972414
1879,1993997.5374937363,1595198.029994989
1880,1830260.658126549,1464208.526501239
1881,2110018.6580321174,1688014.9264256938
1882,2346369.535757085,1877095.6286056682
1883,1589603.8694409241,1271683.0955527392
1884,1500461.093387951,1200368.8747103608
1885,1713855.9173226813,1371084.733858145
1886,1851537.9468574848,1481230.3574859882
1887,2065290.2805435448,1652232.2244348358
1888,1883574.8704202343,1506859.8963361876
1889,1908946.5795167512,1527157.263613401
1890,1668642.4117780388,1334913.929422431
1891,1731630.9134134112,1385304.7307307292
1892,1984370.2669962312,1587496.213596985
1893,1661113.1511187826,1328890.520895026
1894,2494108.7241643146,1995286.9793314515
1895,2137383.5214351714,1709906.8171481371
1896,1829891.5355171703,1463913.2284137362
1897,1846475.3029486462,1477180.2423589171
1898,1683650.0014111483,1346920.0011289187
1899,1849098.19292996,1479278.5543439675
1900,1908542.246251921,1526833.797001537
1901,2034123.799450649,1627299.0395605192
1902,1878288.5343708263,1502630.8274966609
1903,2046894.6584352944,1637515.726748235
1904,1622546.2291011468,1298036.9832809176
1905,1792750.1601452508,1434200.128116201
1906,1703753.8387001874,1363003.07096015
1907,1551322.6795431552,1241058.1436345242
1908,1584838.0125792031,1267870.4100633622
1909,1644436.6868088641,1315549.3494470913
1910,2079242.43368394,1663393.9469471513
1911,1734531.0694629897,1387624.855570392
1912,1594509.1328838663,1275607.306307093
1913,2010225.8401070768,1608180.6720856612
1914,1837545.881756937,1470036.7054055496
1915,2348504.9213516507,1878803.93708132
1916,2247256.578666247,1797805.2629329974
1917,1933033.3858088625,1546426.7086470898
1918,1967317.9462841128,1573854.3570272906
1919,1943823.5273022929,1555058.8218418343
1920,1982975.021133802,1586380.0169070412
1921,1814849.851191109,1451879.8809528875
1922,1722633.2610105744,1378106.6088084595
1923,2040410.4896347825,1632328.391707826
1924,1681153.4824958213,1344922.785996657
1925,1701787.713306683,1361430.1706453466
1926,1838477.710998077,1470782.1687984618
1927,1732008.7487891675,1385606.9990313342
1928,1603649.6615492925,1282919.7292394338
1929,2011210.9641694648,1608968.7713355722
1930,1812902.284636545,1450321.827709236
1931,2208266.958913954,1766613.567131163
1932,1853650.2087017125,1482920.16696137
1933,1748245.4973359732,1398596.3978687786
1934,1603004.0222169487,1282403.217773559
1935,1930792.7261019943,1544634.1808815957
1936,1752108.7731744868,1401687.0185395896
1937,2086146.6459571118,1668917.3167656898
1938,2180856.1852714038,1744684.9482171226
1939,1832706.208224744,1466164.9665797953
1940,2194016.682360075,1755213.34588806
1941,1781213.2808260003,1424970.6246608002
1942,1728254.2673777288,1382603.413902183
1943,1700010.568826223,1360008.4550609784
1944,1896511.2374121319,1517208.9899297054
1945,1908697.0305399743,1526957.6244319796
1946,2159830.5703293243,1727864.456263459
1947,2202820.969641096,1762256.7757128768
1948,1707210.5765085046,1365768.4612068038
1949,1804834.3120433341,1443867.4496346668
1950,1935828.2227991703,1548662.578239336
1951,1791425.2290036215,1433140.1832028974
1952,1742275.629965721,1393820.5039725765
1953,2058560.2751985097,1646848.2201588075
1954,1984362.87376666,1587490.2990133269
1955,2081898.817439668,1665519.0539517344
1956,1820281.552311364,1456225.241849091
1957,1799978.0851477112,1439982.468118169
1958,2134351.9363139533,1707481.5490511626
1959,2033681.530589247,1626945.2244713975
1960,1893531.6270728773,1514825.3016583018
1961,1784747.6675818462,1427798.1340654772
1962,1951550.299713841,1561240.2397710728
1963,1758643.2988042678,1406914.6390434143
1964,1537362.7592738797,1229890.2074191037
1965,2701742.6123257144,2161394.0898605715
1966,1677272.135535374,1341817.7084282993
1967,1991989.538087687,1593591.6304701497
1968,1675988.9643414528,1340791.1714731622
1969,1652826.1105388624,1322260.88843109
1970,1851146.8529213143,1480917.4823370515
1971,1711559.9460688191,1369247.9568550552
1972,1570875.754563553,1256700.6036508426
1973,2363566.770911478,1890853.4167291825
1974,1862777.2816441308,1490221.8253153048
1975,1590332.2335383038,1272265.7868306427
1976,1498059.4432296515,1198447.5545837213
1977,2028821.382240893,1623057.1057927147
1978,1636752.652430662,1309402.1219445295
1979,2194900.627630121,1755920.5021040973
1980,1764990.4014614066,1411992.3211691254
1981,2027539.2775821243,1622031.4220656997
1982,2099412.6885907874,1679530.15087263
1983,1975874.4455388368,1580699.5564310697
1984,2252904.798233759,1802323.8385870075
1985,1837015.860797988,1469612.68863839
1986,1599133.1357615874,1279306.50860927
1987,2160281.8732725983,1728225.4986180787
1988,2344818.820308403,1875855.0562467226
1989,1893334.4183995773,1514667.5347196618
1990,2436687.3431124324,1949349.8744899456
1991,1780223.248900914,1424178.599120731
1992,1565905.6140281197,1252724.4912224957
1993,2055121.3144387144,1644097.0515509718
1994,1986261.3018777885,1589009.0415022306
1995,1564804.7329515885,1251843.7863612708
1996,1849896.1008474128,1479916.88067793
1997,1937802.44203325,1550241.9536266
1998,1798782.850821726,1439026.280657381
1999,2048944.3443335441,1639155.475466835
2000,1570060.14457666,1256048.115661328
2001,1832079.9276998043,1465663.9421598434
2002,2258353.796951688,1806683.0375613503
2003,2612648.7467182768,2090118.997374621
2004,2111326.072720135,1689060.8581761082
2005,1606177.279145555,1284941.8233164442
2006,1970953.4520530384,1576762.761642431
2007,2250975.979936901,1800780.783949521
2008,1926224.2658026768,1540979.4126421413
2009,1877999.161462344,1502399.3291698752
2010,1889504.950720804,1511603.9605766432
2011,2191478.127832667,1753182.5022661337
2012,1653594.4374510404,1322875.5499608323
2013,1803143.700815295,1442514.960652236
2014,1870325.949655409,1496260.7597243271
2015,2146952.31424258,1717561.851394064
2016,1704353.6040135382,1363482.8832108304
2017,2300141.910125183,1840113.5281001462
2018,1466737.9777917652,1173390.3822334122
2019,1686258.3192752518,1349006.6554202016
2020,1438228.949749961,1150583.1597999688
2021,1575211.8804538934,1260169.504363115
2022,2535156.414931955,2028125.1319455642
2023,1851495.558108839,1481196.4464870712
2024,1740830.5502648563,1392664.4402118851
2025,1789377.278921059,1431501.8231368475
2026,1952323.7474385016,1561858.9979508016
2027,1694453.0027191069,1355562.4021752859
2028,1674052.970884845,1339242.3767078759
2029,1648598.1265081055,1318878.5012064844
2030,1695060.8503754882,1356048.6803003906
2031,2057046.5466812141,1645637.2373449712
2032,1875894.986494931,1500715.9891959447
2033,1718547.0785430088,1374837.662834407
2034,2204811.2807837324,1763849.024626986
2035,1650176.4598868373,1320141.16790947
2036,1891320.9025142484,1513056.7220113988
2037,2073065.5009384817,1658452.4007507854
2038,1751571.1685303138,1401256.9348242509
2039,1723078.4312488018,1378462.7449990413
2040,1643341.3377251618,1314673.0701801295
2041,2116993.52872604,1693594.8229808318
2042,1865583.085027523,1492466.4680220184
2043,1816382.8531940074,1453106.282555206
2044,2128573.8741613873,1702859.0993291098
2045,1570712.3581005654,1256569.886480452
2046,1996112.6164136026,1596890.093130882
2047,1837165.0470679183,1469732.037654335
2048,2023511.6846993654,1618809.3477594922
2049,1865910.0406075318,1492728.0324860252
2050,2092312.230843352,1673849.7846746813
2051,1695054.899697123,1356043.9197576984
2052,1714678.5031859728,1371742.802548778
2053,1889567.2823735608,1511653.8258988485
2054,1618772.358691865,1295017.8869534922
2055,1582094.7567676038,1265675.805414083
2056,1582088.7186766644,1265670.9749413314
2057,1567087.5142568331,1253670.011405466
2058,1480517.6488085415,1184414.1190468334
2059,1965506.084837495,1572404.867869996
2060,2239250.2594349217,1791400.2075479373
2061,1739205.3249930446,1391364.2599944356
2062,1653167.3653541869,1322533.8922833495
2063,1693126.4994046001,1354501.19952368
2064,1943430.89570797,1554744.716566376
2065,2042179.74847658,1633743.798781264
2066,1765010.6467466569,1412008.517397326
2067,1503987.9518119341,1203190.361449547
2068,1947289.601276508,1557831.6810212063
2069,2047024.2370080573,1637619.3896064463
2070,1960917.83467206,1568734.2677376475
2071,1452655.2542393238,1162124.203391459
2072,1720987.0972847925,1376789.6778278342
2073,1657186.538087762,1325749.2304702096
2074,2152215.451948853,1721772.3615590825
2075,1775912.2274624154,1420729.781969932
2076,1443301.4901438674,1154641.192115094
2077,2169598.3109109933,1735678.648728794
2078,1575772.4574957746,1260617.9659966198
2079,2151147.1085475017,1720917.6868380015
2080,1850134.8902212572,1480107.9121770062
2081,1915805.383024608,1532644.3064196862
2082,1952083.7446433003,1561666.9957146402
2083,1725340.7919519953,1380272.6335615965
2084,1953051.323467873,1562441.0587742988
2085,1666478.0185455668,1333182.4148364535
2086,1759623.7890640656,1407699.0312512524
2087,1726124.3319183984,1380899.4655347187
2088,1456941.9357602762,1165553.5486082209
2089,2060042.7132836003,1648034.1706268797
2090,1927783.0011293443,1542226.4009034757
2091,1568236.8968507797,1254589.5174806237
2092,1589303.241853162,1271442.5934825295
2093,2108836.3767326567,1687069.101386126
2094,1545764.297022645,1236611.437618116
2095,1829378.890596557,1463503.1124772457
2096,1952246.4331342243,1561797.1465073794
2097,1964848.3120080768,1571878.6496064616
2098,2358589.422050666,1886871.5376405327
2099,1495695.5818364331,1196556.465469146
2100,1880787.745236665,1504630.1961893318
2101,1680043.1322683303,1344034.5058146643
2102,1750777.5627071657,1400622.0501657324
2103,1508463.9490205897,1206771.1592164715
2104,1861752.015578721,1489401.6124629762
2105,1878405.9775904284,1502724.7820723427
2106,1966085.335072215,1572868.268057772
2107,1997245.839382507,1597796.6715060053
2108,1534237.1977182557,1227389.7581746043
2109,2131316.041041934,1705052.8328335471
2110,2017363.152424261,1613890.521939409
2111,1931920.299681884,1545536.2397455072
2112,1937656.1344559216,1550124.9075647376
2113,1712979.3494587906,1370383.4795670323
2114,1686911.9245884137,1349529.539670731
2115,2035330.5358158064,1628264.4286526453
2116,1824690.846729106,1459752.6773832848
2117,1662732.5144864363,1330186.011589149
2118,2232571.093564235,1786056.8748513882
2119,1502989.473823803,1202391.5790590423
2120,1831838.4983633687,1465470.7986906955
2121,2619415.0673577357,2095532.0538861887
2122,1552544.8480863366,1242035.8784690693
2123,1530260.8607596485,1224208.6886077186
2124,1880489.586126219,1504391.6689009753
2125,1556469.5856680304,1245175.6685344242
2126,1954956.3827776816,1563965.1062221457
2127,2077377.124557646,1661901.699646117
2128,1926386.1443477392,1541108.9154781909
2129,1947881.4264806453,1558305.1411845163
2130,1703319.9903411237,1362655.992272899
2131,2211532.896415396,1769226.3171323168
2132,1835376.1843542897,1468300.9474834318
2133,1639171.116541888,1311336.8932335104
2134,1601756.2354673375,1281404.98837387
2135,1746024.5241934352,1396819.6193547484
2136,2303859.37589063,1843087.5007125041
2137,1945165.027293404,1556132.0218347232
2138,1824673.5923493032,1459738.8738794425
2139,2148736.5180738727,1718989.2144590982
2140,2091102.550791719,1672882.0406333753
2141,1757471.3361978696,1405977.0689582955
2142,2007995.2112911409,1606396.1690329132
2143,1695566.296775644,1356453.0374205154
2144,1638223.197238434,1310578.5577907471
2145,2359015.151054954,1887212.1208439642
2146,1876240.290696025,1500992.23255682
2147,1799014.5023878785,1439211.6019103024
2148,1757508.009684331,1406006.407747465
2149,1625721.82645072,1300577.461160576
2150,2276290.7665316816,1821032.6132253453
2151,1820586.4785130918,1456469.1828104737
2152,1873651.162375907,1498920.9299007254
2153,1576767.197986221,1261413.7583889766
2154,1839376.337244066,1471501.0697952528
2155,2018262.2590279698,1614609.8072223759
2156,1588190.5249290816,1270552.4199432652
2157,2372222.781820605,1897778.2254564841
2158,2090971.9760314159,1672777.5808251326
2159,2076177.5496797487,1660942.039743799
2160,1577715.3632947882,1262172.2906358305
2161,1975444.8523545486,1580355.8818836391
2162,1876752.231401576,1501401.785121261
2163,1526553.4857573737,1221242.7886058989
2164,2280521.283071536,1824417.0264572287
2165,1964687.5622094308,1571750.0497675447
2166,1450668.3919980025,1160534.713598402
2167,1765799.273243852,1412639.4185950817
2168,1684188.0655564812,1347350.452445185
2169,1490097.9324263618,1192078.3459410896
2170,2083863.7165609715,1667090.9732487772
2171,1797352.5552757103,1437882.0442205684
2172,1845298.1359604453,1476238.5087683562
2173,2241161.818334565,1792929.4546676518
2174,1978589.800686541,1582871.8405492331
2175,1482148.9523175592,1185719.161854047
2176,1925695.382898391,1540556.3063187131
2177,1538255.6120713283,1230604.4896570626
2178,2158908.349843434,1727126.6798747473
2179,2254355.800905204,1803484.6407241626
2180,1986777.206095276,1589421.7648762204
2181,2206486.826288716,1765189.4610309731
2182,1499963.6133163348,1199970.8906530677
2183,1419705.2412860245,1135764.1930288195
2184,2169511.5398299983,1735609.231863998
2185,2046422.70736773,1637138.165894184
2186,2657201.8298349567,2125761.463867965
2187,2355274.300746079,1884219.440596864
2188,2112551.646874945,1690041.3174999559
2189,1583165.9505944103,1266532.7604755284
2190,1450244.0624604663,1160195.2499683732
2191,1945896.3786988657,1556717.1029590927
2192,2436911.542554689,1949529.2340437511
2193,1844641.3765765696,1475713.101261256
2194,1864021.023311819,1491216.8186494552
2195,1892008.280204807,1513606.6241638453
2196,1621126.1902983738,1296900.952238699
2197,1595390.425043751,1276312.3400350008
2198,2563773.3873607814,2051018.7098886247
2199,2373608.631603126,1898886.905282501
2200,2025611.5708366444,1620489.2566693155
2201,1870259.7596277487,1496207.807702199
2202,2228222.157534595,1782577.726027676
2203,1688766.1024635963,1351012.881970877
2204,2264702.262726744,1811761.8101813958
2205,1580469.8148079584,1264375.8518463671
2206,1826899.8773215138,1461519.901857211
2207,1441672.898342629,1153338.3186741031
2208,1866383.3238554304,1493106.6590843443
2209,1805193.1001321604,1444154.4801057284
2210,1778445.4801286918,1422756.3841029538
2211,2180159.9308431624,1744127.9446745296
2212,1907464.0044580856,1525971.2035664688
2213,1858673.022344655,1486938.4178757241
2214,1944753.329223039,1555802.6633784312
